data[0] size (num: 29, frame: 94)
(11, 26) dt:(frame:   35, time:2.5876), r: 0.7678871
(11, 26) dt:(frame:   45, time:3.3655), r: 0.7238458
(11, 26) dt:(frame:   46, time:3.4369), r: 0.7482604
(11, 26) dt:(frame:   47, time:3.5096), r: 0.8197569
(11, 26) dt:(frame:   48, time:3.5813), r: 0.7581757
(11, 27): 
(11, 27) dt:(frame:   34, time:2.5161), r: -0.7722393
(11, 27) dt:(frame:   35, time:2.5876), r: -0.7605545
(11, 27) dt:(frame:   45, time:3.3655), r: -0.7201171
(11, 27) dt:(frame:   46, time:3.4369), r: -0.7453823
(11, 27) dt:(frame:   47, time:3.5096), r: -0.8152094
(11, 27) dt:(frame:   48, time:3.5813), r: -0.7571316
(11, 28): 
(11, 28) dt:(frame:   34, time:2.5161), r: -0.7312174
(11, 28) dt:(frame:   35, time:2.5876), r: -0.7620664
(11, 28) dt:(frame:   36, time:2.6597), r: -0.7524646
(11, 28) dt:(frame:   37, time:2.7374), r: -0.7638027
(11, 28) dt:(frame:   38, time:2.8152), r: -0.7796434
(11, 28) dt:(frame:   39, time:2.8938), r: -0.7596316
(11, 28) dt:(frame:   40, time:2.9721), r: -0.7309246
(11, 28) dt:(frame:   56, time:4.1475), r: 0.7157312
(11, 28) dt:(frame:   57, time:4.2201), r: 0.7323745
(11, 28) dt:(frame:   58, time:4.2933), r: 0.7214715
(11, 28) dt:(frame:   59, time:4.3708), r: 0.7157244
(11, 29): 
(11, 29) dt:(frame:   33, time:2.4415), r: 0.7114850
(11, 29) dt:(frame:   34, time:2.5161), r: 0.7717283
(11, 29) dt:(frame:   35, time:2.5876), r: 0.7544850
(11, 29) dt:(frame:   36, time:2.6597), r: 0.7238710
(11, 29) dt:(frame:   37, time:2.7374), r: 0.7409105
(11, 29) dt:(frame:   38, time:2.8152), r: 0.7461315
(11, 29) dt:(frame:   39, time:2.8938), r: 0.7274809
(11, 29) dt:(frame:   40, time:2.9721), r: 0.7307317
(11, 29) dt:(frame:   42, time:3.1134), r: 0.7059817
(11, 29) dt:(frame:   43, time:3.1851), r: 0.7312301
(12, 1): 
(12, 2): 
(12, 3): 
(12, 4): 
(12, 5): 
(12, 6): 
(12, 7): 
(12, 8): 
(12, 9): 
(12, 10): 
(12, 11): 
(12, 12): 
(12, 13): 
(12, 14): 
(12, 15): 
(12, 16): 
(12, 17): 
(12, 18): 
(12, 19): 
(12, 20): 
(12, 21): 
(12, 22): 
(12, 23): 
(12, 24): 
(12, 25): 
(12, 26): 
(12, 27): 
(12, 28): 
(12, 29): 
(13, 1): 
(13, 2): 
(13, 3): 
(13, 4): 
(13, 5): 
(13, 6): 
(13, 7): 
(13, 8): 
(13, 9): 
(13,  9) dt:(frame:   32, time:2.3606), r: -0.7997739
(13, 10): 
(13, 11): 
(13, 12): 
(13, 13): 
(13, 14): 
(13, 14) dt:(frame:   25, time:1.8518), r: 0.7063285
(13, 14) dt:(frame:   26, time:1.9227), r: 0.7595775
(13, 14) dt:(frame:   44, time:3.2556), r: -0.8738265
(13, 15): 
(13, 15) dt:(frame:   25, time:1.8518), r: 0.8789435
(13, 15) dt:(frame:   26, time:1.9227), r: 0.7015729
(13, 16): 
(13, 16) dt:(frame:   25, time:1.8518), r: -0.8776700
(13, 17): 
(13, 17) dt:(frame:   25, time:1.8518), r: -0.8759593
(13, 17) dt:(frame:   44, time:3.2556), r: -0.7390023
(13, 18): 
(13, 18) dt:(frame:   41, time:3.0418), r: 0.7887355
(13, 18) dt:(frame:   42, time:3.1134), r: 0.7617231
(13, 19): 
(13, 20): 
(13, 21): 
(13, 22): 
(13, 23): 
(13, 23) dt:(frame:   34, time:2.5161), r: -0.9002027
(13, 24): 
(13, 25): 
(13, 26): 
(13, 27): 
(13, 28): 
(13, 29): 
(14, 1): 
(14, 2): 
(14,  2) dt:(frame:   35, time:2.5876), r: 0.7250244
(14,  2) dt:(frame:   36, time:2.6597), r: 0.7199681
(14, 3): 
(14,  3) dt:(frame:   31, time:2.2868), r: 0.7642032
(14,  3) dt:(frame:   32, time:2.3606), r: 0.7593591
(14,  3) dt:(frame:   33, time:2.4415), r: 0.7023410
(14, 4): 
(14, 5): 
(14,  5) dt:(frame:   26, time:1.9227), r: 0.7693889
(14,  5) dt:(frame:   34, time:2.5161), r: 0.7843820
(14,  5) dt:(frame:   35, time:2.5876), r: 0.7530167
(14, 6): 
(14,  6) dt:(frame:   37, time:2.7374), r: 0.7064825
(14, 7): 
(14,  7) dt:(frame:   32, time:2.3606), r: 0.7449157
(14, 8): 
(14,  8) dt:(frame:  -56, time:-4.1475), r: -0.7104250
(14, 9): 
(14,  9) dt:(frame:   26, time:1.9227), r: -0.7291513
(14, 10): 
(14, 11): 
(14, 12): 
(14, 12) dt:(frame:   31, time:2.2868), r: 0.7525743
(14, 12) dt:(frame:   32, time:2.3606), r: 0.7372199
(14, 12) dt:(frame:   44, time:3.2556), r: 0.7588320
(14, 13): 
(14, 13) dt:(frame:   40, time:2.9721), r: 0.7564443
(14, 14): 
(14, 14) dt:(frame:   17, time:1.2650), r: 0.7269333
(14, 14) dt:(frame:   18, time:1.3400), r: 0.7096421
(14, 14) dt:(frame:   19, time:1.4127), r: 0.8068629
(14, 14) dt:(frame:   20, time:1.4853), r: 0.7792215
(14, 14) dt:(frame:   21, time:1.5564), r: 0.7325043
(14, 14) dt:(frame:   35, time:2.5876), r: -0.7203150
(14, 14) dt:(frame:   37, time:2.7374), r: -0.7156609
(14, 14) dt:(frame:   39, time:2.8938), r: -0.7427069
(14, 14) dt:(frame:   40, time:2.9721), r: -0.7586047
(14, 15): 
(14, 15) dt:(frame:   20, time:1.4853), r: 0.7474376
(14, 16): 
(14, 17): 
(14, 17) dt:(frame:   40, time:2.9721), r: -0.7721454
(14, 17) dt:(frame:   41, time:3.0418), r: -0.7114267
(14, 18): 
(14, 19): 
(14, 20): 
(14, 20) dt:(frame:   32, time:2.3606), r: -0.7760672
(14, 20) dt:(frame:   33, time:2.4415), r: -0.7409634
(14, 20) dt:(frame:   34, time:2.5161), r: -0.7616742
(14, 20) dt:(frame:   35, time:2.5876), r: -0.7680805
(14, 20) dt:(frame:   36, time:2.6597), r: -0.7376973
(14, 20) dt:(frame:   37, time:2.7374), r: -0.7015374
(14, 21): 
(14, 21) dt:(frame:  -48, time:-3.5813), r: -0.8198675
(14, 21) dt:(frame:   31, time:2.2868), r: -0.7137821
(14, 21) dt:(frame:   32, time:2.3606), r: -0.7557010
(14, 21) dt:(frame:   34, time:2.5161), r: -0.7235848
(14, 21) dt:(frame:   35, time:2.5876), r: -0.7365390
(14, 22): 
(14, 23): 
(14, 24): 
(14, 25): 
(14, 25) dt:(frame:   31, time:2.2868), r: -0.7575682
(14, 25) dt:(frame:   32, time:2.3606), r: -0.7625472
(14, 25) dt:(frame:   33, time:2.4415), r: -0.7250861
(14, 25) dt:(frame:   34, time:2.5161), r: -0.7384551
(14, 25) dt:(frame:   35, time:2.5876), r: -0.7480066
(14, 25) dt:(frame:   36, time:2.6597), r: -0.7351086
(14, 25) dt:(frame:   37, time:2.7374), r: -0.7056650
(14, 26): 
(14, 26) dt:(frame:   32, time:2.3606), r: -0.7192451
(14, 26) dt:(frame:   44, time:3.2556), r: -0.7664990
(14, 27): 
(14, 27) dt:(frame:   32, time:2.3606), r: 0.7106926
(14, 27) dt:(frame:   44, time:3.2556), r: 0.7650988
(14, 28): 
(14, 28) dt:(frame:   31, time:2.2868), r: 0.7588620
(14, 28) dt:(frame:   32, time:2.3606), r: 0.7645767
(14, 28) dt:(frame:   33, time:2.4415), r: 0.7277424
(14, 28) dt:(frame:   34, time:2.5161), r: 0.7402865
(14, 28) dt:(frame:   35, time:2.5876), r: 0.7472004
(14, 28) dt:(frame:   36, time:2.6597), r: 0.7309892
(14, 29): 
(14, 29) dt:(frame:   31, time:2.2868), r: -0.7712631
(14, 29) dt:(frame:   32, time:2.3606), r: -0.7147252
(14, 29) dt:(frame:   35, time:2.5876), r: -0.7059851
(15, 1): 
(15, 2): 
(15, 3): 
(15, 4): 
(15, 5): 
(15, 6): 
(15, 7): 
(15, 8): 
(15, 9): 
(15, 10): 
(15, 11): 
(15, 12): 
(15, 13): 
(15, 14): 
(15, 14) dt:(frame:   19, time:1.4127), r: -0.7113814
(15, 15): 
(15, 16): 
(15, 17): 
(15, 18): 
(15, 19): 
(15, 20): 
(15, 21): 
(15, 21) dt:(frame:  -48, time:-3.5813), r: 0.8552615
(15, 22): 
(15, 23): 
(15, 24): 
(15, 25): 
(15, 26): 
(15, 27): 
(15, 28): 
(15, 29): 
(16, 1): 
(16, 2): 
(16, 3): 
(16, 4): 
(16, 5): 
(16, 6): 
(16, 7): 
(16, 8): 
(16,  8) dt:(frame:  -36, time:-2.6597), r: -0.7356798
(16, 9): 
(16, 10): 
(16, 11): 
(16, 12): 
(16, 13): 
(16, 14): 
(16, 15): 
(16, 15) dt:(frame:   24, time:1.7787), r: 0.7430072
(16, 16): 
(16, 16) dt:(frame:   24, time:1.7787), r: -0.7361478
(16, 17): 
(16, 17) dt:(frame:   24, time:1.7787), r: -0.7322898
(16, 17) dt:(frame:   44, time:3.2556), r: -0.7131049
(16, 18): 
(16, 19): 
(16, 20): 
(16, 21): 
(16, 21) dt:(frame:  -48, time:-3.5813), r: 0.7721568
(16, 21) dt:(frame:   -5, time:-0.3777), r: 0.7080452
(16, 22): 
(16, 23): 
(16, 23) dt:(frame:   38, time:2.8152), r: 0.7595100
(16, 24): 
(16, 25): 
(16, 26): 
(16, 27): 
(16, 28): 
(16, 29): 
(17, 1): 
(17, 2): 
(17, 3): 
(17, 4): 
(17, 5): 
(17, 6): 
(17, 7): 
(17, 8): 
(17,  8) dt:(frame:  -69, time:-5.1106), r: -0.7441828
(17,  8) dt:(frame:  -56, time:-4.1475), r: -0.7143221
(17,  8) dt:(frame:  -34, time:-2.5161), r: 0.7163152
(17, 9): 
(17, 10): 
(17, 11): 
(17, 11) dt:(frame:  -69, time:-5.1106), r: -0.7812727
(17, 12): 
(17, 13): 
(17, 14): 
(17, 15): 
(17, 16): 
(17, 17): 
(17, 18): 
(17, 19): 
(17, 20): 
(17, 21): 
(17, 22): 
(17, 23): 
(17, 24): 
(17, 25): 
(17, 26): 
(17, 27): 
(17, 28): 
(17, 29): 
(18, 1): 
(18, 2): 
(18, 3): 
(18, 4): 
(18, 5): 
(18, 6): 
(18, 7): 
(18, 8): 
(18, 9): 
(18, 10): 
(18, 11): 
(18, 12): 
(18, 13): 
(18, 14): 
(18, 15): 
(18, 16): 
(18, 17): 
(18, 18): 
(18, 19): 
(18, 20): 
(18, 21): 
(18, 22): 
(18, 23): 
(18, 24): 
(18, 25): 
(18, 26): 
(18, 27): 
(18, 28): 
(18, 29): 
(19, 1): 
(19, 2): 
(19, 3): 
(19, 4): 
(19, 5): 
(19, 6): 
(19, 7): 
(19, 8): 
(19, 9): 
(19, 10): 
(19, 11): 
(19, 12): 
(19, 13): 
(19, 14): 
(19, 15): 
(19, 16): 
(19, 17): 
(19, 18): 
(19, 19): 
(19, 20): 
(19, 21): 
(19, 22): 
(19, 23): 
(19, 24): 
(19, 25): 
(19, 26): 
(19, 27): 
(19, 28): 
(19, 29): 
(20, 1): 
(20, 2): 
(20, 3): 
(20, 4): 
(20, 5): 
(20, 6): 
(20, 7): 
(20, 8): 
(20, 9): 
(20, 10): 
(20, 11): 
(20, 12): 
(20, 13): 
(20, 14): 
(20, 15): 
(20, 16): 
(20, 17): 
(20, 18): 
(20, 19): 
(20, 20): 
(20, 21): 
(20, 22): 
(20, 23): 
(20, 24): 
(20, 25): 
(20, 26): 
(20, 27): 
(20, 28): 
(20, 29): 
(21, 1): 
(21, 2): 
(21, 3): 
(21, 4): 
(21, 5): 
(21, 6): 
(21, 7): 
(21, 8): 
(21, 9): 
(21, 10): 
(21, 11): 
(21, 12): 
(21, 13): 
(21, 14): 
(21, 15): 
(21, 16): 
(21, 17): 
(21, 18): 
(21, 19): 
(21, 20): 
(21, 21): 
(21, 22): 
(21, 23): 
(21, 24): 
(21, 25): 
(21, 26): 
(21, 27): 
(21, 28): 
(21, 29): 
(22, 1): 
(22, 2): 
(22, 3): 
(22, 4): 
(22, 5): 
(22, 6): 
(22, 7): 
(22, 8): 
(22, 9): 
(22, 10): 
(22, 11): 
(22, 12): 
(22, 13): 
(22, 14): 
(22, 15): 
(22, 16): 
(22, 17): 
(22, 18): 
(22, 19): 
(22, 20): 
(22, 21): 
(22, 22): 
(22, 23): 
(22, 24): 
(22, 25): 
(22, 26): 
(22, 27): 
(22, 28): 
(22, 29): 
(23, 1): 
(23, 2): 
(23, 3): 
(23, 4): 
(23, 5): 
(23, 6): 
(23, 7): 
(23, 8): 
(23,  8) dt:(frame:  -42, time:-3.1134), r: 0.7437302
(23, 9): 
(23, 10): 
(23, 11): 
(23, 11) dt:(frame:  -42, time:-3.1134), r: 0.7044292
(23, 12): 
(23, 13): 
(23, 14): 
(23, 15): 
(23, 16): 
(23, 17): 
(23, 18): 
(23, 19): 
(23, 20): 
(23, 21): 
(23, 22): 
(23, 23): 
(23, 24): 
(23, 25): 
(23, 26): 
(23, 27): 
(23, 28): 
(23, 29): 
(24, 1): 
(24, 2): 
(24, 3): 
(24, 4): 
(24, 5): 
(24, 6): 
(24, 7): 
(24, 8): 
(24, 9): 
(24, 10): 
(24, 11): 
(24, 12): 
(24, 13): 
(24, 14): 
(24, 15): 
(24, 16): 
(24, 17): 
(24, 18): 
(24, 19): 
(24, 20): 
(24, 21): 
(24, 22): 
(24, 23): 
(24, 24): 
(24, 25): 
(24, 26): 
(24, 27): 
(24, 28): 
(24, 29): 
(25, 1): 
(25, 2): 
(25, 3): 
(25, 4): 
(25, 5): 
(25, 6): 
(25, 7): 
(25, 8): 
(25,  8) dt:(frame:  -35, time:-2.5876), r: -0.7126555
(25, 9): 
(25, 10): 
(25, 11): 
(25, 12): 
(25, 13): 
(25, 14): 
(25, 15): 
(25, 16): 
(25, 17): 
(25, 18): 
(25, 19): 
(25, 20): 
(25, 21): 
(25, 22): 
(25, 23): 
(25, 24): 
(25, 25): 
(25, 26): 
(25, 27): 
(25, 28): 
(25, 29): 
(26, 1): 
(26, 2): 
(26, 3): 
(26, 4): 
(26, 5): 
(26, 6): 
(26, 7): 
(26, 8): 
(26, 9): 
(26, 10): 
(26, 11): 
(26, 11) dt:(frame:  -29, time:-2.1404), r: -0.7266576
(26, 12): 
(26, 13): 
(26, 14): 
(26, 15): 
(26, 16): 
(26, 17): 
(26, 17) dt:(frame:  -29, time:-2.1404), r: -0.7773197
(26, 18): 
(26, 19): 
(26, 20): 
(26, 21): 
(26, 21) dt:(frame:  -21, time:-1.5564), r: -0.7296483
(26, 21) dt:(frame:  -20, time:-1.4853), r: -0.7659988
(26, 22): 
(26, 23): 
(26, 24): 
(26, 25): 
(26, 26): 
(26, 27): 
(26, 28): 
(26, 29): 
(27, 1): 
(27, 2): 
(27, 3): 
(27, 4): 
(27, 5): 
(27, 6): 
(27, 7): 
(27, 8): 
(27, 9): 
(27, 10): 
(27, 11): 
(27, 11) dt:(frame:  -29, time:-2.1404), r: 0.7343546
(27, 12): 
(27, 13): 
(27, 14): 
(27, 15): 
(27, 16): 
(27, 17): 
(27, 17) dt:(frame:  -29, time:-2.1404), r: 0.7786335
(27, 18): 
(27, 19): 
(27, 20): 
(27, 21): 
(27, 21) dt:(frame:  -21, time:-1.5564), r: 0.7308960
(27, 21) dt:(frame:  -20, time:-1.4853), r: 0.7754091
(27, 22): 
(27, 23): 
(27, 24): 
(27, 25): 
(27, 26): 
(27, 27): 
(27, 28): 
(27, 29): 
(28, 1): 
(28, 2): 
(28, 3): 
(28, 4): 
(28, 5): 
(28, 6): 
(28, 7): 
(28, 8): 
(28,  8) dt:(frame:  -35, time:-2.5876), r: 0.7152610
(28, 9): 
(28, 10): 
(28, 11): 
(28, 12): 
(28, 13): 
(28, 14): 
(28, 15): 
(28, 16): 
(28, 17): 
(28, 18): 
(28, 19): 
(28, 20): 
(28, 21): 
(28, 22): 
(28, 23): 
(28, 24): 
(28, 25): 
(28, 26): 
(28, 27): 
(28, 28): 
(28, 29): 
(29, 1): 
(29, 2): 
(29, 3): 
(29, 4): 
(29, 5): 
(29, 6): 
(29, 7): 
(29, 8): 
(29, 9): 
(29, 10): 
(29, 11): 
(29, 12): 
(29, 13): 
(29, 14): 
(29, 15): 
(29, 16): 
(29, 17): 
(29, 18): 
(29, 19): 
(29, 20): 
(29, 21): 
(29, 22): 
(29, 23): 
(29, 24): 
(29, 25): 
(29, 26): 
(29, 27): 
(29, 28): 
(29, 29): 
process:1.03801[sec]
